C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_06_608.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_06_608.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_06_608.jpg, 0, 0, 0, 7.814199E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_06_708.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_06_708.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_06_708.jpg, 0, 0, 0, 7.895819E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_06_809.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_06_809.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_06_809.jpg, 0, 0, 0, 7.852966E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_06_910.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_06_910.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_06_910.jpg, 0, 0, 0, 7.986171E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_012.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_012.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_012.jpg, 0, 0, 0, 7.762848E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_113.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_113.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_113.jpg, 0, 0, 0, 7.839358E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_216.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_216.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_216.jpg, 0, 0, 0, 7.827641E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_316.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_316.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_316.jpg, 0, 0, 0, 7.806314E-05
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_419.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_419.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_419.jpg, 0, 0.1640049, 0, 0.08322
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_522.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_522.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_522.jpg, 0, 0.4662086, 0, 0.4498363
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_623.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_623.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_623.jpg, 0, 0.7686239, 0, 1.222486
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_724.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_724.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_724.jpg, 0, 1, 0, 2.317788
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_827.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_827.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_827.jpg, 0, 1, 0, 3.483445
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_07_927.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_07_927.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_07_927.jpg, -0.06165261, 1, 0, 4.656201
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_028.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_028.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_028.jpg, -0.2588447, 1, 0, 5.797482
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_128.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_128.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_128.jpg, 0, 1, 0, 6.944
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_232.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_232.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_232.jpg, 0, 1, 0, 8.306531
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_333.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_333.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_333.jpg, 0, 1, 0, 9.43047
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_436.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_436.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_436.jpg, -0.1328944, 1, 0, 10.53925
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_537.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_537.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_537.jpg, -0.2975802, 1, 0, 11.69221
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_639.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_639.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_639.jpg, 0, 1, 0, 12.65064
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_739.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_739.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_739.jpg, 0, 1, 0, 13.72914
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_840.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_840.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_840.jpg, -0.187774, 1, 0, 14.84914
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_08_943.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_08_943.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_08_943.jpg, -0.2384765, 1, 0, 15.74843
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_043.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_043.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_043.jpg, -0.06855451, 1, 0, 16.9502
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_144.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_144.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_144.jpg, -0.2063926, 1, 0, 17.81084
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_247.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_247.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_247.jpg, 0, 1, 0, 18.99251
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_364.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_364.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_364.jpg, -0.1132044, 1, 0, 20.19321
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_465.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_465.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_465.jpg, -0.290615, 1, 0, 21.05325
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_568.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_568.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_568.jpg, -0.2173957, 1, 0, 22.10803
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_670.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_670.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_670.jpg, -0.4204701, 1, 0, 22.97393
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_773.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_773.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_773.jpg, -0.2900754, 1, 0, 24.15555
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_874.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_874.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_874.jpg, -0.3632331, 1, 0, 25.06202
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_09_974.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_09_974.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_09_974.jpg, -0.2987942, 1, 0, 26.01792
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_076.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_076.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_076.jpg, -0.1691353, 1, 0, 26.97439
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_176.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_176.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_176.jpg, -0.07998183, 1, 0, 27.9113
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_279.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_279.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_279.jpg, 0, 1, 0, 28.83076
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_382.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_382.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_382.jpg, 0, 1, 0, 29.74808
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_484.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_484.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_484.jpg, 0, 1, 0, 30.19036
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_585.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_585.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_585.jpg, -0.2695793, 1, 0, 30.17318
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_688.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_688.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_688.jpg, -0.03836443, 1, 0, 30.18971
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_788.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_788.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_788.jpg, 0, 1, 0, 30.19003
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_889.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_889.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_889.jpg, -0.1851021, 1, 0, 30.18405
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_10_991.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_10_991.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_10_991.jpg, 0, 1, 0, 30.18982
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_091.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_091.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_091.jpg, -0.2454216, 1, 0, 30.17831
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_194.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_194.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_194.jpg, 0, 1, 0, 30.18952
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_294.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_294.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_294.jpg, -0.3010428, 1, 0, 30.17335
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_398.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_398.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_398.jpg, -0.00139656, 1, 0, 30.18921
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_501.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_501.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_501.jpg, -0.1891186, 1, 0, 30.18517
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_601.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_601.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_601.jpg, 0, 1, 0, 30.18944
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_704.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_704.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_704.jpg, 0, 1, 0, 30.19025
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_806.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_806.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_806.jpg, 0, 1, 0, 30.19032
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_11_907.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_11_907.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_11_907.jpg, -0.0447037, 1, 0, 30.18989
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_010.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_010.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_010.jpg, -0.2778595, 1, 0, 30.17315
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_112.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_112.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_112.jpg, 0, 1, 0, 30.18927
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_215.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_215.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_215.jpg, -0.01102901, 1, 0, 30.19057
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_317.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_317.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_317.jpg, 0, 1, 0, 30.19021
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_419.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_419.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_419.jpg, 0, 1, 0, 30.19021
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_522.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_522.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_522.jpg, -0.05597989, 1, 0, 30.18962
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_624.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_624.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_624.jpg, -0.2748798, 1, 0, 30.17337
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_724.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_724.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_724.jpg, -0.0400216, 1, 0, 30.18997
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_825.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_825.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_825.jpg, -0.1074671, 1, 0, 30.19065
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_12_927.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_12_927.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_12_927.jpg, 0, 1, 0, 30.18973
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_027.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_027.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_027.jpg, -0.06902484, 1, 0, 30.19072
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_128.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_128.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_128.jpg, -0.1583947, 1, 0, 30.18813
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_229.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_229.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_229.jpg, -0.05652908, 1, 0, 30.19018
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_330.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_330.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_330.jpg, -0.284015, 1, 0, 30.17617
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_433.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_433.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_433.jpg, 0, 1, 0, 30.18903
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_535.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_535.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_535.jpg, 0, 1, 0, 30.19122
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_638.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_638.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_638.jpg, -0.2975312, 1, 0, 30.17167
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_738.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_738.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_738.jpg, -0.0297842, 1, 0, 30.19062
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_841.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_841.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_841.jpg, -0.03481635, 1, 0, 30.19015
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_13_943.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_13_943.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_13_943.jpg, -0.1796996, 1, 0, 30.18527
C:\PythonProgs\Linhas\DadosCarro\IMG\center_2019_02_28_13_19_14_044.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\left_2019_02_28_13_19_14_044.jpg, C:\PythonProgs\Linhas\DadosCarro\IMG\right_2019_02_28_13_19_14_044.jpg, 0, 1, 0, 30.18989
